1 	1898 	[3467, 3468, 3423]
1 	2110 	[3467, 3468, 3423]
1 	2113 	[3467, 3468, 3423]
1 	2114 	[3467, 3468, 3423]
1 	2120 	[3467, 3468, 3423]
1 	2123 	[3467, 3468, 3423]
1 	2149 	[3467, 3468, 3423]
1 	2152 	[3467, 3468, 3423]
1 	2172 	[3467, 3468, 3423]
1 	2175 	[3467, 3468, 3423]
1 	2194 	[3467, 3468, 3423]
1 	2197 	[3467, 3468, 3423]
1 	2210 	[3467, 3468, 3423]
1 	2213 	[3467, 3468, 3423]
1 	2229 	[3467, 3468, 3423]
1 	2233 	[3467, 3468, 3423]
1 	2236 	[3467, 3468, 3423]
1 	2444 	[3467, 3468, 3423]
1 	2447 	[3467, 3468, 3423]
1 	2464 	[3467, 3468, 3423]
1 	2467 	[3467, 3468, 3423]
1 	2482 	[3467, 3468, 3423]
1 	2485 	[3467, 3468, 3423]
1 	2491 	[3467, 3468, 3423]
1 	2494 	[3467, 3468, 3423]
1 	2599 	[3467, 3468, 3423]
1 	2602 	[3467, 3468, 3423]
1 	2606 	[3467, 3468, 3423]
1 	2609 	[3467, 3468, 3423]
1 	2636 	[3467, 3468, 3423]
1 	2639 	[3467, 3468, 3423]
1 	2658 	[3467, 3468, 3423]
1 	2668 	[3467, 3468, 3423]
1 	2769 	[3467, 3468, 3423]
1 	2776 	[3467, 3468, 3423]
1 	2779 	[3467, 3468, 3423]
1 	2812 	[3467, 3468, 3423]
1 	2815 	[3467, 3468, 3423]
1 	2822 	[3467, 3468, 3423]
1 	2830 	[3467, 3468, 3423]
1 	2832 	[3467, 3468, 3423]
1 	2835 	[3467, 3468, 3423]
1 	2846 	[3467, 3468, 3423]
1 	2849 	[3467, 3468, 3423]
1 	2872 	[3467, 3468, 3423]
1 	2875 	[3467, 3468, 3423]
1 	2900 	[3467, 3468, 3423]
1 	2903 	[3467, 3468, 3423]
1 	3146 	[3467, 3468, 3423]
1 	3147 	[3467, 3468, 3423]
1 	3153 	[3467, 3468, 3423]
1 	3164 	[3467, 3468, 3423]
1 	3169 	[3467, 3468, 3423]
1 	3185 	[3467, 3468, 3423]
1 	3190 	[3467, 3468, 3423]
1 	3207 	[3467, 3468, 3423]
1 	3210 	[3467, 3468, 3423]
1 	3227 	[3467, 3468, 3423]
1 	3230 	[3467, 3468, 3423]
1 	3242 	[3467, 3468, 3423]
1 	3245 	[3467, 3468, 3423]
1 	3259 	[3467, 3468, 3423]
1 	3264 	[3467, 3468, 3423]
1 	3269 	[3467, 3468, 3423]
2 	204 	[3467, 3468, 3423]
2 	205 	[3467, 3468, 3423]
2 	208 	[3467, 3468, 3423]
2 	212 	[3467, 3468, 3423]
2 	215 	[3467, 3468, 3423]
2 	246 	[3467, 3468, 3423]
2 	249 	[3467, 3468, 3423]
2 	270 	[3467, 3468, 3423]
2 	276 	[3467, 3468, 3423]
2 	296 	[3467, 3468, 3423]
2 	299 	[3467, 3468, 3423]
2 	321 	[3467, 3468, 3423]
2 	324 	[3467, 3468, 3423]
2 	348 	[3467, 3468, 3423]
2 	351 	[3467, 3468, 3423]
2 	373 	[3467, 3468, 3423]
2 	376 	[3467, 3468, 3423]
2 	382 	[3467, 3468, 3423]
2 	387 	[3467, 3468, 3423]
2 	391 	[3467, 3468, 3423]
2 	672 	[3467, 3468, 3423]
2 	675 	[3467, 3468, 3423]
2 	693 	[3467, 3468, 3423]
2 	696 	[3467, 3468, 3423]
2 	704 	[3467, 3468, 3423]
2 	708 	[3467, 3468, 3423]
2 	712 	[3467, 3468, 3423]
2 	721 	[3467, 3468, 3423]
2 	724 	[3467, 3468, 3423]
2 	746 	[3467, 3468, 3423]
2 	747 	[3467, 3468, 3423]
2 	749 	[3467, 3468, 3423]
2 	774 	[3467, 3468, 3423]
2 	777 	[3467, 3468, 3423]
2 	804 	[3467, 3468, 3423]
2 	805 	[3467, 3468, 3423]
2 	811 	[3467, 3468, 3423]
2 	817 	[3467, 3468, 3423]
2 	834 	[3467, 3468, 3423]
2 	837 	[3467, 3468, 3423]
2 	848 	[3467, 3468, 3423]
2 	851 	[3467, 3468, 3423]
2 	863 	[3467, 3468, 3423]
2 	866 	[3467, 3468, 3423]
2 	870 	[3467, 3468, 3423]
2 	875 	[3467, 3468, 3423]
2 	876 	[3467, 3468, 3423]
2 	1136 	[3467, 3468, 3423]
2 	1139 	[3467, 3468, 3423]
2 	1142 	[3467, 3468, 3423]
2 	1150 	[3467, 3468, 3423]
2 	1159 	[3467, 3468, 3423]
2 	1172 	[3467, 3468, 3423]
2 	1175 	[3467, 3468, 3423]
2 	1200 	[3467, 3468, 3423]
2 	1208 	[3467, 3468, 3423]
2 	1232 	[3467, 3468, 3423]
2 	1235 	[3467, 3468, 3423]
2 	1248 	[3467, 3468, 3423]
2 	1267 	[3467, 3468, 3423]
2 	1270 	[3467, 3468, 3423]
2 	1283 	[3467, 3468, 3423]
2 	1300 	[3467, 3468, 3423]
2 	1303 	[3467, 3468, 3423]
2 	1316 	[3467, 3468, 3423]
2 	1318 	[3467, 3468, 3423]
2 	1321 	[3467, 3468, 3423]
2 	1552 	[3467, 3468, 3423]
2 	1555 	[3467, 3468, 3423]
2 	1577 	[3467, 3468, 3423]
2 	1580 	[3467, 3468, 3423]
2 	1600 	[3467, 3468, 3423]
2 	1603 	[3467, 3468, 3423]
2 	1627 	[3467, 3468, 3423]
2 	1633 	[3467, 3468, 3423]
2 	1635 	[3467, 3468, 3423]
2 	1674 	[3467, 3468, 3423]
2 	1675 	[3467, 3468, 3423]
2 	1706 	[3467, 3468, 3423]
2 	1709 	[3467, 3468, 3423]
2 	1712 	[3467, 3468, 3423]
2 	1906 	[3467, 3468, 3423]
2 	1909 	[3467, 3468, 3423]
2 	1913 	[3467, 3468, 3423]
2 	1920 	[3467, 3468, 3423]
2 	1927 	[3467, 3468, 3423]
2 	1930 	[3467, 3468, 3423]
2 	1951 	[3467, 3468, 3423]
2 	1954 	[3467, 3468, 3423]
2 	1976 	[3467, 3468, 3423]
2 	1979 	[3467, 3468, 3423]
2 	2001 	[3467, 3468, 3423]
2 	2004 	[3467, 3468, 3423]
2 	2025 	[3467, 3468, 3423]
2 	2028 	[3467, 3468, 3423]
2 	2050 	[3467, 3468, 3423]
2 	2053 	[3467, 3468, 3423]
2 	2059 	[3467, 3468, 3423]
2 	2247 	[3467, 3468, 3423]
2 	2248 	[3467, 3468, 3423]
2 	2253 	[3467, 3468, 3423]
2 	2257 	[3467, 3468, 3423]
2 	2260 	[3467, 3468, 3423]
2 	2286 	[3467, 3468, 3423]
2 	2289 	[3467, 3468, 3423]
2 	2305 	[3467, 3468, 3423]
2 	2308 	[3467, 3468, 3423]
2 	2328 	[3467, 3468, 3423]
2 	2331 	[3467, 3468, 3423]
2 	2344 	[3467, 3468, 3423]
2 	2347 	[3467, 3468, 3423]
2 	2362 	[3467, 3468, 3423]
2 	2366 	[3467, 3468, 3423]
2 	2369 	[3467, 3468, 3423]
2 	2532 	[3467, 3468, 3423]
2 	2535 	[3467, 3468, 3423]
2 	2552 	[3467, 3468, 3423]
2 	2555 	[3467, 3468, 3423]
2 	2569 	[3467, 3468, 3423]
2 	2572 	[3467, 3468, 3423]
2 	2577 	[3467, 3468, 3423]
2 	2580 	[3467, 3468, 3423]
2 	2674 	[3467, 3468, 3423]
2 	2677 	[3467, 3468, 3423]
2 	2681 	[3467, 3468, 3423]
2 	2684 	[3467, 3468, 3423]
2 	2711 	[3467, 3468, 3423]
2 	2714 	[3467, 3468, 3423]
2 	2734 	[3467, 3468, 3423]
2 	2745 	[3467, 3468, 3423]
2 	2928 	[3467, 3468, 3423]
2 	2935 	[3467, 3468, 3423]
2 	2938 	[3467, 3468, 3423]
2 	2971 	[3467, 3468, 3423]
2 	2974 	[3467, 3468, 3423]
2 	2980 	[3467, 3468, 3423]
2 	2988 	[3467, 3468, 3423]
2 	2990 	[3467, 3468, 3423]
2 	2993 	[3467, 3468, 3423]
2 	3003 	[3467, 3468, 3423]
2 	3006 	[3467, 3468, 3423]
2 	3025 	[3467, 3468, 3423]
2 	3028 	[3467, 3468, 3423]
2 	3050 	[3467, 3468, 3423]
2 	3053 	[3467, 3468, 3423]
2 	3281 	[3467, 3468, 3423]
2 	3282 	[3467, 3468, 3423]
2 	3288 	[3467, 3468, 3423]
2 	3303 	[3467, 3468, 3423]
2 	3304 	[3467, 3468, 3423]
2 	3323 	[3467, 3468, 3423]
2 	3324 	[3467, 3468, 3423]
2 	3346 	[3467, 3468, 3423]
2 	3349 	[3467, 3468, 3423]
2 	3365 	[3467, 3468, 3423]
2 	3368 	[3467, 3468, 3423]
2 	3382 	[3467, 3468, 3423]
2 	3385 	[3467, 3468, 3423]
2 	3399 	[3467, 3468, 3423]
2 	3400 	[3467, 3468, 3423]
2 	3407 	[3467, 3468, 3423]
3 	2581 	[3467, 3468, 3423]
3 	2753 	[3467, 3468, 3423]
3 	3424 	[3467, 3468, 3423]
