0 	423 	[3467, 3468, 3423]
0 	425 	[3467, 3468, 3423]
0 	427 	[3467, 3468, 3423]
0 	429 	[3467, 3468, 3423]
0 	452 	[3467, 3468, 3423]
0 	453 	[3467, 3468, 3423]
0 	454 	[3467, 3468, 3423]
0 	457 	[3467, 3468, 3423]
0 	887 	[3467, 3468, 3423]
0 	888 	[3467, 3468, 3423]
0 	889 	[3467, 3468, 3423]
0 	890 	[3467, 3468, 3423]
0 	891 	[3467, 3468, 3423]
0 	892 	[3467, 3468, 3423]
0 	905 	[3467, 3468, 3423]
0 	918 	[3467, 3468, 3423]
0 	921 	[3467, 3468, 3423]
0 	922 	[3467, 3468, 3423]
0 	924 	[3467, 3468, 3423]
0 	1336 	[3467, 3468, 3423]
0 	1337 	[3467, 3468, 3423]
0 	1338 	[3467, 3468, 3423]
0 	1339 	[3467, 3468, 3423]
0 	1348 	[3467, 3468, 3423]
0 	1349 	[3467, 3468, 3423]
0 	1350 	[3467, 3468, 3423]
0 	1352 	[3467, 3468, 3423]
0 	1730 	[3467, 3468, 3423]
0 	1731 	[3467, 3468, 3423]
0 	2075 	[3467, 3468, 3423]
0 	2076 	[3467, 3468, 3423]
0 	2078 	[3467, 3468, 3423]
0 	2079 	[3467, 3468, 3423]
0 	2598 	[3467, 3468, 3423]
0 	2761 	[3467, 3468, 3423]
0 	2767 	[3467, 3468, 3423]
0 	2768 	[3467, 3468, 3423]
0 	3470 	[3467, 3468, 3423]
0 	3472 	[3467, 3468, 3423]
0 	3084 	[3467, 3468, 3423]
0 	3473 	[3467, 3468, 3423]
0 	3475 	[3467, 3468, 3423]
0 	3086 	[3467, 3468, 3423]
0 	3480 	[3467, 3468, 3423]
0 	3481 	[3467, 3468, 3423]
0 	3482 	[3467, 3468, 3423]
0 	3484 	[3467, 3468, 3423]
0 	3430 	[3467, 3468, 3423]
0 	3431 	[3467, 3468, 3423]
0 	3433 	[3467, 3468, 3423]
0 	3435 	[3467, 3468, 3423]
0 	3469 	[3467, 3468, 3423]
1 	1 	[3467, 3468, 3423]
1 	2 	[3467, 3468, 3423]
1 	5 	[3467, 3468, 3423]
1 	9 	[3467, 3468, 3423]
1 	12 	[3467, 3468, 3423]
1 	48 	[3467, 3468, 3423]
1 	51 	[3467, 3468, 3423]
1 	71 	[3467, 3468, 3423]
1 	78 	[3467, 3468, 3423]
1 	97 	[3467, 3468, 3423]
1 	100 	[3467, 3468, 3423]
1 	121 	[3467, 3468, 3423]
1 	124 	[3467, 3468, 3423]
1 	144 	[3467, 3468, 3423]
1 	147 	[3467, 3468, 3423]
1 	174 	[3467, 3468, 3423]
1 	177 	[3467, 3468, 3423]
1 	183 	[3467, 3468, 3423]
1 	188 	[3467, 3468, 3423]
1 	472 	[3467, 3468, 3423]
1 	475 	[3467, 3468, 3423]
1 	489 	[3467, 3468, 3423]
1 	492 	[3467, 3468, 3423]
1 	499 	[3467, 3468, 3423]
1 	503 	[3467, 3468, 3423]
1 	507 	[3467, 3468, 3423]
1 	517 	[3467, 3468, 3423]
1 	520 	[3467, 3468, 3423]
1 	536 	[3467, 3468, 3423]
1 	540 	[3467, 3468, 3423]
1 	541 	[3467, 3468, 3423]
1 	561 	[3467, 3468, 3423]
1 	562 	[3467, 3468, 3423]
1 	584 	[3467, 3468, 3423]
1 	589 	[3467, 3468, 3423]
1 	593 	[3467, 3468, 3423]
1 	599 	[3467, 3468, 3423]
1 	616 	[3467, 3468, 3423]
1 	619 	[3467, 3468, 3423]
1 	631 	[3467, 3468, 3423]
1 	634 	[3467, 3468, 3423]
1 	647 	[3467, 3468, 3423]
1 	650 	[3467, 3468, 3423]
1 	656 	[3467, 3468, 3423]
1 	657 	[3467, 3468, 3423]
1 	660 	[3467, 3468, 3423]
1 	943 	[3467, 3468, 3423]
1 	946 	[3467, 3468, 3423]
1 	949 	[3467, 3468, 3423]
1 	957 	[3467, 3468, 3423]
1 	966 	[3467, 3468, 3423]
1 	978 	[3467, 3468, 3423]
1 	981 	[3467, 3468, 3423]
1 	1006 	[3467, 3468, 3423]
1 	1014 	[3467, 3468, 3423]
1 	1038 	[3467, 3468, 3423]
1 	1041 	[3467, 3468, 3423]
1 	1054 	[3467, 3468, 3423]
1 	1072 	[3467, 3468, 3423]
1 	1075 	[3467, 3468, 3423]
1 	1090 	[3467, 3468, 3423]
1 	1107 	[3467, 3468, 3423]
1 	1110 	[3467, 3468, 3423]
1 	1121 	[3467, 3468, 3423]
1 	1124 	[3467, 3468, 3423]
1 	1387 	[3467, 3468, 3423]
1 	1390 	[3467, 3468, 3423]
1 	1408 	[3467, 3468, 3423]
1 	1411 	[3467, 3468, 3423]
1 	1426 	[3467, 3468, 3423]
1 	1429 	[3467, 3468, 3423]
1 	1453 	[3467, 3468, 3423]
1 	1459 	[3467, 3468, 3423]
1 	1461 	[3467, 3468, 3423]
1 	1502 	[3467, 3468, 3423]
1 	1505 	[3467, 3468, 3423]
1 	1537 	[3467, 3468, 3423]
1 	1540 	[3467, 3468, 3423]
1 	1543 	[3467, 3468, 3423]
1 	1748 	[3467, 3468, 3423]
1 	1751 	[3467, 3468, 3423]
1 	1755 	[3467, 3468, 3423]
1 	1762 	[3467, 3468, 3423]
1 	1768 	[3467, 3468, 3423]
1 	1771 	[3467, 3468, 3423]
1 	1791 	[3467, 3468, 3423]
1 	1794 	[3467, 3468, 3423]
1 	1814 	[3467, 3468, 3423]
1 	1816 	[3467, 3468, 3423]
1 	1819 	[3467, 3468, 3423]
1 	1842 	[3467, 3468, 3423]
1 	1845 	[3467, 3468, 3423]
1 	1866 	[3467, 3468, 3423]
1 	1869 	[3467, 3468, 3423]
1 	1889 	[3467, 3468, 3423]
1 	1892 	[3467, 3468, 3423]
